entity_id,fiscal_period_id,fiscal_year,fiscal_period,period_end_date,metric,value,currency,value_usd,source,load_timestamp
ORCL-US,ORCL-US_FY2021_Q3,2021,Q3,2021-02-28,FF_SALES,12374.8,USD,12374.8,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2021_Q4,2021,Q4,2021-05-31,FF_SALES,9723.92,USD,9723.92,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2022_A,2022,FY,2022-05-31,FF_SALES,42094.86,USD,42094.86,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2022_Q1,2022,Q1,2021-08-31,FF_SALES,10966.67,USD,10966.67,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2022_Q2,2022,Q2,2021-11-30,FF_SALES,10846.94,USD,10846.94,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2022_Q3,2022,Q3,2022-02-28,FF_SALES,10204.98,USD,10204.98,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2022_Q4,2022,Q4,2022-05-31,FF_SALES,10076.27,USD,10076.27,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2023_A,2023,FY,2023-05-31,FF_SALES,47763.06,USD,47763.06,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2023_Q1,2023,Q1,2022-08-31,FF_SALES,11780.59,USD,11780.59,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2023_Q2,2023,Q2,2022-11-30,FF_SALES,13797.21,USD,13797.21,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2023_Q3,2023,Q3,2023-02-28,FF_SALES,12297.48,USD,12297.48,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2023_Q4,2023,Q4,2023-05-31,FF_SALES,9887.78,USD,9887.78,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2024_A,2024,FY,2024-05-31,FF_SALES,54920.67,USD,54920.67,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2024_Q1,2024,Q1,2023-08-31,FF_SALES,13450.38,USD,13450.38,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2024_Q2,2024,Q2,2023-11-30,FF_SALES,14081.0,USD,14081.0,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2024_Q3,2024,Q3,2024-02-28,FF_SALES,13878.83,USD,13878.83,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2024_Q4,2024,Q4,2024-05-31,FF_SALES,13510.46,USD,13510.46,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2025_A,2025,FY,2025-05-31,FF_SALES,54001.42,USD,54001.42,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2025_Q1,2025,Q1,2024-08-31,FF_SALES,14655.22,USD,14655.22,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2025_Q2,2025,Q2,2024-11-30,FF_SALES,13052.15,USD,13052.15,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2025_Q3,2025,Q3,2025-02-28,FF_SALES,14156.42,USD,14156.42,FDB_FF,2026-03-04T23:00:00Z
ORCL-US,ORCL-US_FY2025_Q4,2025,Q4,2025-05-31,FF_SALES,12137.62,USD,12137.62,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2021_A,2021,FY,2021-01-31,FF_SALES,32145.74,USD,32145.74,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2021_Q1,2021,Q1,2020-04-30,FF_SALES,7335.0,USD,7335.0,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2021_Q2,2021,Q2,2020-07-31,FF_SALES,9015.15,USD,9015.15,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2021_Q3,2021,Q3,2020-10-31,FF_SALES,7949.61,USD,7949.61,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2021_Q4,2021,Q4,2021-01-31,FF_SALES,7845.99,USD,7845.99,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2022_A,2022,FY,2022-01-31,FF_SALES,36693.19,USD,36693.19,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2022_Q1,2022,Q1,2021-04-30,FF_SALES,10543.69,USD,10543.69,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2022_Q2,2022,Q2,2021-07-31,FF_SALES,8996.14,USD,8996.14,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2022_Q3,2022,Q3,2021-10-31,FF_SALES,9568.62,USD,9568.62,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2022_Q4,2022,Q4,2022-01-31,FF_SALES,7584.74,USD,7584.74,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2023_A,2023,FY,2023-01-31,FF_SALES,37035.97,USD,37035.97,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2023_Q1,2023,Q1,2022-04-30,FF_SALES,10144.71,USD,10144.71,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2023_Q2,2023,Q2,2022-07-31,FF_SALES,8813.61,USD,8813.61,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2023_Q3,2023,Q3,2022-10-31,FF_SALES,8687.22,USD,8687.22,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2023_Q4,2023,Q4,2023-01-31,FF_SALES,9390.42,USD,9390.42,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2024_A,2024,FY,2024-01-31,FF_SALES,35607.6,USD,35607.6,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2024_Q1,2024,Q1,2023-04-30,FF_SALES,9113.08,USD,9113.08,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2024_Q2,2024,Q2,2023-07-31,FF_SALES,8826.28,USD,8826.28,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2024_Q3,2024,Q3,2023-10-31,FF_SALES,10060.09,USD,10060.09,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2024_Q4,2024,Q4,2024-01-31,FF_SALES,7608.16,USD,7608.16,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2025_A,2025,FY,2025-01-31,FF_SALES,40669.43,USD,40669.43,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2025_Q1,2025,Q1,2024-04-30,FF_SALES,8871.15,USD,8871.15,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2025_Q2,2025,Q2,2024-07-31,FF_SALES,9321.99,USD,9321.99,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2025_Q3,2025,Q3,2024-10-31,FF_SALES,11067.17,USD,11067.17,FDB_FF,2026-03-04T23:00:00Z
CRM-US,CRM-US_FY2025_Q4,2025,Q4,2025-01-31,FF_SALES,11409.11,USD,11409.11,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2021_A,2021,FY,2021-11-30,FF_SALES,16386.57,USD,16386.57,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2021_Q1,2021,Q1,2021-02-28,FF_SALES,4575.85,USD,4575.85,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2021_Q2,2021,Q2,2021-05-31,FF_SALES,3556.17,USD,3556.17,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2021_Q3,2021,Q3,2021-08-31,FF_SALES,4107.59,USD,4107.59,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2021_Q4,2021,Q4,2021-11-30,FF_SALES,4146.96,USD,4146.96,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2022_A,2022,FY,2022-11-30,FF_SALES,16941.17,USD,16941.17,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2022_Q1,2022,Q1,2022-02-28,FF_SALES,4272.19,USD,4272.19,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2022_Q2,2022,Q2,2022-05-31,FF_SALES,4171.51,USD,4171.51,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2022_Q3,2022,Q3,2022-08-31,FF_SALES,4852.64,USD,4852.64,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2022_Q4,2022,Q4,2022-11-30,FF_SALES,3644.82,USD,3644.82,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2023_A,2023,FY,2023-11-30,FF_SALES,18520.74,USD,18520.74,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2023_Q1,2023,Q1,2023-02-28,FF_SALES,4316.2,USD,4316.2,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2023_Q2,2023,Q2,2023-05-31,FF_SALES,4619.09,USD,4619.09,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2023_Q3,2023,Q3,2023-08-31,FF_SALES,5151.04,USD,5151.04,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2023_Q4,2023,Q4,2023-11-30,FF_SALES,4434.41,USD,4434.41,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2024_A,2024,FY,2024-11-30,FF_SALES,18765.87,USD,18765.87,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2024_Q1,2024,Q1,2024-02-28,FF_SALES,5022.89,USD,5022.89,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2024_Q2,2024,Q2,2024-05-31,FF_SALES,3782.95,USD,3782.95,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2024_Q3,2024,Q3,2024-08-31,FF_SALES,4487.03,USD,4487.03,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2024_Q4,2024,Q4,2024-11-30,FF_SALES,5472.99,USD,5472.99,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2025_A,2025,FY,2025-11-30,FF_SALES,21566.1,USD,21566.1,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2025_Q1,2025,Q1,2025-02-28,FF_SALES,4714.05,USD,4714.05,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2025_Q2,2025,Q2,2025-05-31,FF_SALES,5032.13,USD,5032.13,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2025_Q3,2025,Q3,2025-08-31,FF_SALES,5150.47,USD,5150.47,FDB_FF,2026-03-04T23:00:00Z
ADBE-US,ADBE-US_FY2025_Q4,2025,Q4,2025-11-30,FF_SALES,6669.46,USD,6669.46,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,148815.84,USD,148815.84,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,35036.13,USD,35036.13,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,31904.72,USD,31904.72,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,41900.11,USD,41900.11,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,39974.88,USD,39974.88,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,159580.52,USD,159580.52,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,45547.29,USD,45547.29,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,40466.02,USD,40466.02,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,30613.92,USD,30613.92,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,42953.28,USD,42953.28,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,161156.49,USD,161156.49,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,43566.86,USD,43566.86,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,48074.08,USD,48074.08,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,34912.05,USD,34912.05,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,34603.51,USD,34603.51,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,156548.58,USD,156548.58,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,39387.37,USD,39387.37,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,35054.43,USD,35054.43,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,40183.47,USD,40183.47,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,41923.31,USD,41923.31,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,155095.72,USD,155095.72,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,39696.41,USD,39696.41,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,34116.9,USD,34116.9,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,37500.71,USD,37500.71,FDB_FF,2026-03-04T23:00:00Z
JPM-US,JPM-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,43781.71,USD,43781.71,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,303919.71,USD,303919.71,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,77739.17,USD,77739.17,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,73027.31,USD,73027.31,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,64266.19,USD,64266.19,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,88887.05,USD,88887.05,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,327449.98,USD,327449.98,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,74197.17,USD,74197.17,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,89918.48,USD,89918.48,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,83700.8,USD,83700.8,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,79633.54,USD,79633.54,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,311710.75,USD,311710.75,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,62152.57,USD,62152.57,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,86347.67,USD,86347.67,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,86971.29,USD,86971.29,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,76239.22,USD,76239.22,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,348155.66,USD,348155.66,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,98089.16,USD,98089.16,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,81589.13,USD,81589.13,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,80804.86,USD,80804.86,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,87672.52,USD,87672.52,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,393344.98,USD,393344.98,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,102160.36,USD,102160.36,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,104519.89,USD,104519.89,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,105916.39,USD,105916.39,FDB_FF,2026-03-04T23:00:00Z
UNH-US,UNH-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,80748.33,USD,80748.33,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2021_A,2021,FY,2021-01-31,FF_SALES,492756.06,USD,492756.06,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2021_Q1,2021,Q1,2020-04-30,FF_SALES,128134.13,USD,128134.13,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2021_Q2,2021,Q2,2020-07-31,FF_SALES,132928.29,USD,132928.29,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2021_Q3,2021,Q3,2020-10-31,FF_SALES,110908.7,USD,110908.7,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2021_Q4,2021,Q4,2021-01-31,FF_SALES,120784.94,USD,120784.94,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2022_A,2022,FY,2022-01-31,FF_SALES,483349.68,USD,483349.68,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2022_Q1,2022,Q1,2021-04-30,FF_SALES,122277.89,USD,122277.89,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2022_Q2,2022,Q2,2021-07-31,FF_SALES,119553.64,USD,119553.64,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2022_Q3,2022,Q3,2021-10-31,FF_SALES,124211.25,USD,124211.25,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2022_Q4,2022,Q4,2022-01-31,FF_SALES,117306.89,USD,117306.89,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2023_A,2023,FY,2023-01-31,FF_SALES,544388.64,USD,544388.64,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2023_Q1,2023,Q1,2022-04-30,FF_SALES,109959.29,USD,109959.29,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2023_Q2,2023,Q2,2022-07-31,FF_SALES,148613.55,USD,148613.55,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2023_Q3,2023,Q3,2022-10-31,FF_SALES,126653.1,USD,126653.1,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2023_Q4,2023,Q4,2023-01-31,FF_SALES,159162.69,USD,159162.69,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2024_A,2024,FY,2024-01-31,FF_SALES,604514.75,USD,604514.75,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2024_Q1,2024,Q1,2023-04-30,FF_SALES,161372.91,USD,161372.91,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2024_Q2,2024,Q2,2023-07-31,FF_SALES,158368.95,USD,158368.95,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2024_Q3,2024,Q3,2023-10-31,FF_SALES,127720.97,USD,127720.97,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2024_Q4,2024,Q4,2024-01-31,FF_SALES,157051.92,USD,157051.92,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2025_A,2025,FY,2025-01-31,FF_SALES,587358.09,USD,587358.09,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2025_Q1,2025,Q1,2024-04-30,FF_SALES,156641.11,USD,156641.11,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2025_Q2,2025,Q2,2024-07-31,FF_SALES,155900.85,USD,155900.85,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2025_Q3,2025,Q3,2024-10-31,FF_SALES,121206.23,USD,121206.23,FDB_FF,2026-03-04T23:00:00Z
WMT-US,WMT-US_FY2025_Q4,2025,Q4,2025-01-31,FF_SALES,153609.9,USD,153609.9,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,268952.83,USD,268952.83,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,81367.71,USD,81367.71,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,64841.48,USD,64841.48,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,58905.4,USD,58905.4,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,63838.24,USD,63838.24,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,273162.58,USD,273162.58,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,72772.05,USD,72772.05,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,75377.09,USD,75377.09,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,57903.69,USD,57903.69,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2022_Q4,2022,Q4,2022-12-31,FF_SALES,67109.76,USD,67109.76,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2023_A,2023,FY,2023-12-31,FF_SALES,281339.89,USD,281339.89,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2023_Q1,2023,Q1,2023-03-31,FF_SALES,79334.16,USD,79334.16,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2023_Q2,2023,Q2,2023-06-30,FF_SALES,67493.61,USD,67493.61,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2023_Q3,2023,Q3,2023-09-30,FF_SALES,78218.79,USD,78218.79,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2023_Q4,2023,Q4,2023-12-31,FF_SALES,56293.34,USD,56293.34,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2024_A,2024,FY,2024-12-31,FF_SALES,321875.38,USD,321875.38,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2024_Q1,2024,Q1,2024-03-31,FF_SALES,73697.26,USD,73697.26,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2024_Q2,2024,Q2,2024-06-30,FF_SALES,100217.52,USD,100217.52,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2024_Q3,2024,Q3,2024-09-30,FF_SALES,76636.89,USD,76636.89,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2024_Q4,2024,Q4,2024-12-31,FF_SALES,71323.69,USD,71323.69,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2025_A,2025,FY,2025-12-31,FF_SALES,333756.68,USD,333756.68,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2025_Q1,2025,Q1,2025-03-31,FF_SALES,89634.17,USD,89634.17,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2025_Q2,2025,Q2,2025-06-30,FF_SALES,76005.54,USD,76005.54,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2025_Q3,2025,Q3,2025-09-30,FF_SALES,85615.36,USD,85615.36,FDB_FF,2026-03-04T23:00:00Z
XOM-US,XOM-US_FY2025_Q4,2025,Q4,2025-12-31,FF_SALES,82501.6,USD,82501.6,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2021_A,2021,FY,2021-12-31,FF_SALES,68779.42,USD,68779.42,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2021_Q1,2021,Q1,2021-03-31,FF_SALES,15679.11,USD,15679.11,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2021_Q2,2021,Q2,2021-06-30,FF_SALES,18836.61,USD,18836.61,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2021_Q3,2021,Q3,2021-09-30,FF_SALES,13919.55,USD,13919.55,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2021_Q4,2021,Q4,2021-12-31,FF_SALES,20344.15,USD,20344.15,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2022_A,2022,FY,2022-12-31,FF_SALES,72747.33,USD,72747.33,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2022_Q1,2022,Q1,2022-03-31,FF_SALES,18847.84,USD,18847.84,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2022_Q2,2022,Q2,2022-06-30,FF_SALES,19003.92,USD,19003.92,FDB_FF,2026-03-04T23:00:00Z
JNJ-US,JNJ-US_FY2022_Q3,2022,Q3,2022-09-30,FF_SALES,18509.61,USD,18509.61,FDB_FF,2026-03-04T23:00:00Z
